iter	Logloss
191	0.1332567045
192	0.1330342786
193	0.1329219018
194	0.1327093875
195	0.1324566824
196	0.132153556
197	0.1319486251
198	0.1316792876
199	0.1315551605
200	0.131301427
201	0.1309725661
202	0.1307637204
203	0.1305219606
204	0.1304016527
205	0.1299662764
206	0.1297341638
207	0.1295591646
208	0.1293910845
209	0.1291225935
210	0.1288460366
211	0.1286931701
212	0.1284888883
213	0.1282679954
214	0.1281641803
215	0.1278644693
216	0.1275390534
217	0.1273047446
218	0.1269100099
219	0.1265604058
220	0.1264167593
221	0.1262341413
222	0.1260629533
223	0.1258607691
224	0.1256325108
225	0.1254538556
226	0.12518124
227	0.1250238255
228	0.1248007781
229	0.1246348869
230	0.1244066524
231	0.1242493869
232	0.1239384399
233	0.1237293195
234	0.1235005447
235	0.1231497241
236	0.1229272973
237	0.1226130886
238	0.1224546816
239	0.1222558215
240	0.1219792909
241	0.121750388
242	0.1215458979
243	0.1213704923
244	0.1212013096
245	0.1210494105
246	0.1208055445
247	0.1206584651
248	0.1204113833
249	0.1202803051
250	0.1200572713
251	0.1198166989
252	0.1196938181
253	0.1195919717
254	0.1193924203
255	0.1191835829
256	0.11895771
257	0.1188036578
258	0.118615111
259	0.1184226747
260	0.1182220607
261	0.1181314658
262	0.1179169884
263	0.1176714693
264	0.1174807209
265	0.1172631328
266	0.1171287854
267	0.1169790551
268	0.1168301874
269	0.1166991236
270	0.1165016327
271	0.1162616056
272	0.1161366275
273	0.1159776413
274	0.1158124844
275	0.1157092839
276	0.1155309025
277	0.115432997
278	0.1152906846
279	0.1150985556
280	0.1149026806
281	0.1147626176
282	0.1146264187
283	0.1145200966
284	0.1144217407
285	0.1142357727
286	0.1141179998
287	0.1139728398
288	0.1137689822
289	0.1135816093
290	0.1134329993
291	0.1132852747
292	0.1131429301
293	0.1129427844
294	0.1127731879
295	0.1126078983
296	0.1125493128
297	0.1124429541
298	0.1122208557
299	0.1120655762
300	0.1118929049
301	0.1117753235
302	0.1116074224
303	0.1114954912
304	0.1112806337
305	0.1111369787
306	0.1110858277
307	0.1110123554
308	0.1108922953
309	0.1107389146
310	0.1105549976
311	0.1104459428
312	0.1103766248
313	0.1102482209
314	0.1100752326
315	0.1098709187
316	0.1096869519
317	0.1095156578
318	0.1093603412
319	0.1092130876
320	0.1091636705
321	0.1090611687
322	0.1089968366
323	0.1088806037
324	0.1087105377
325	0.1085635029
326	0.1084163492
327	0.108276699
328	0.1082341775
329	0.1080644929
330	0.1079522567
331	0.1077966593
332	0.1077366182
333	0.1076343049
334	0.10757767
335	0.1073934732
336	0.1073165735
337	0.1072455547
338	0.1071308491
339	0.1070051339
340	0.1068863897
341	0.1066541251
342	0.1064585171
343	0.106321278
344	0.1061875548
345	0.1060064894
346	0.105814434
347	0.1057620277
348	0.1055984307
349	0.1055130372
350	0.1053760781
351	0.105339331
352	0.1052442504
353	0.1051587875
354	0.1050559892
355	0.1049276781
356	0.1048559648
357	0.1047941379
358	0.1046756941
359	0.1045073579
360	0.104423104
361	0.1043098328
362	0.1042209872
363	0.1041260373
364	0.1040577272
365	0.1039410384
366	0.1037902192
367	0.103683727
368	0.103586885
369	0.1034738223
370	0.1033370538
371	0.1031654499
372	0.1030640675
373	0.1030370562
374	0.1029115168
375	0.102698046
376	0.1026591649
377	0.1025459067
378	0.102461369
379	0.1023111636
380	0.1021868861
381	0.1020878382
382	0.1019584636
383	0.1018535393
384	0.1017131319
385	0.1016105143
386	0.1014533032
387	0.1013540831
388	0.1012292425
389	0.1011095186
390	0.100999088
391	0.1008813197
392	0.1008471767
393	0.1007745525
394	0.1006440951
395	0.1005018467
396	0.1003423104
397	0.1002379757
398	0.100109452
399	0.09995505622
400	0.09984246719
401	0.09966240299
402	0.0995518374
403	0.0994250794
404	0.09934705714
405	0.09930200612
406	0.09920520881
407	0.09907568138
408	0.09899352397
409	0.09886298784
410	0.09877198208
411	0.09868198082
412	0.09861571857
413	0.09856623765
414	0.09854771185
415	0.09839081128
416	0.09829414806
417	0.09815511119
418	0.09803015869
419	0.09798535718
420	0.09789322877
421	0.09785407371
422	0.09771592412
423	0.09762561057
424	0.09756737518
425	0.0975267553
426	0.09736731297
427	0.09723646859
428	0.09712817939
429	0.0970120963
430	0.09692375587
431	0.09684027944
432	0.0967119821
433	0.09661753495
434	0.09653887893
435	0.09643504223
436	0.09630718203
437	0.09621402081
438	0.09617310733
439	0.09609668519
440	0.09601347016
441	0.09596503366
442	0.09588473137
443	0.09581654831
444	0.09569635406
445	0.09562235733
446	0.09560653025
447	0.09545677536
448	0.09542507582
449	0.09527876232
450	0.09519360218
451	0.09510407317
452	0.09500446745
453	0.09499050629
454	0.09489445024
455	0.09482800463
456	0.09475618364
457	0.09467638848
458	0.09455701624
459	0.09442170403
460	0.09431476366
461	0.09424540142
462	0.09416292647
463	0.09402207912
464	0.09396788269
465	0.0939398931
466	0.09383618297
467	0.09373909973
468	0.09364773904
469	0.09351432036
470	0.09345731845
471	0.09342860981
472	0.09328030632
473	0.09323521449
474	0.09310772679
475	0.09302530175
476	0.09289209118
477	0.09280444129
478	0.09270463199
479	0.09259386363
480	0.09253506606
481	0.09248401852
482	0.09238744789
483	0.09226917662
484	0.09218488677
485	0.09210403067
486	0.09201170047
487	0.09190832806
488	0.09184383199
489	0.09172880157
490	0.09157804951
491	0.09144166653
492	0.09136384736
493	0.09126265302
494	0.09116799327
495	0.09107677528
496	0.09099224915
497	0.09086133397
498	0.09079579095
499	0.09072277502
500	0.09061483815
501	0.09049020603
502	0.09039029816
503	0.09028096152
504	0.09015822175
505	0.09008308185
506	0.09001892031
507	0.08992639313
508	0.08984661189
509	0.08975479581
510	0.0897084133
511	0.0896940349
512	0.08960660575
513	0.08959633128
514	0.08951722755
515	0.08944290345
516	0.08934988857
517	0.08926403199
518	0.08918651625
519	0.08907571272
520	0.08898988178
521	0.08896080484
522	0.08888267358
523	0.08881562775
524	0.08878812347
525	0.08869631659
526	0.08857008177
527	0.0885263821
528	0.08842843995
529	0.08833030633
530	0.08826218886
531	0.08815994618
532	0.08812544084
533	0.08801254913
534	0.0879130189
535	0.08778443715
536	0.08770438841
537	0.08766347315
538	0.08758393169
539	0.08749075205
540	0.08748155973
541	0.08740442918
542	0.08729045897
543	0.08715443639
544	0.08707541812
545	0.08705562045
546	0.08698833495
547	0.0868969234
548	0.08680939365
549	0.08679893225
550	0.08679044226
551	0.0866564338
552	0.08654984336
553	0.08645805341
554	0.08644180755
555	0.08636618077
556	0.08628642041
557	0.08621820629
558	0.08614303234
559	0.08606340421
560	0.08595975331
561	0.08592370381
562	0.08583186473
563	0.08569972603
564	0.08561904694
565	0.08553861294
566	0.08547029358
567	0.08537579465
568	0.08527929872
569	0.08521848341
570	0.08515049569
571	0.0850860124
572	0.08498171385
573	0.08490200004
574	0.0848065196
575	0.08469919571
576	0.08463155538
577	0.08456303706
578	0.08442840041
579	0.08434148184
580	0.08428761113
581	0.08420760349
582	0.08414111262
583	0.08408274359
584	0.08404656514
585	0.08394194149
586	0.08387643797
587	0.08380112966
588	0.08368299074
589	0.08360261746
590	0.08356454642
591	0.0834310893
592	0.08331813889
593	0.08324127845
594	0.08317286233
595	0.08314482837
596	0.08306423382
597	0.08301757762
598	0.08297261602
599	0.0829020138
600	0.08287172321
601	0.0828323011
602	0.08271185762
603	0.08264989371
604	0.08254758967
605	0.08246383138
606	0.08236077802
607	0.08228462943
608	0.08218289856
609	0.0820955996
610	0.08205711994
611	0.08199665596
612	0.08197878372
613	0.08193379172
614	0.08190512677
615	0.08183923045
616	0.08175147542
617	0.08165414797
618	0.08161197694
619	0.08158096414
620	0.08151083856
621	0.08137001557
622	0.0813621934
623	0.08128109684
624	0.08125974748
625	0.08119923078
626	0.08119189385
627	0.08114979348
628	0.08109776992
629	0.08101927121
630	0.08092917438
631	0.08087188575
632	0.08078891743
633	0.08074813333
634	0.08067533703
635	0.08066450737
636	0.08057887932
637	0.0805113384
638	0.08044024028
639	0.08037041664
640	0.08029516138
641	0.08022697904
642	0.08022690473
643	0.08021771607
644	0.08017102159
645	0.08009544741
646	0.08008788024
647	0.08005991718
648	0.07998853085
649	0.07993149506
650	0.07983538072
651	0.07978881918
652	0.0797156764
653	0.07963755426
654	0.07961015154
655	0.07955725187
656	0.07950088363
657	0.07944249477
658	0.07936657087
659	0.07931852007
660	0.07930731039
661	0.07929699284
662	0.07920357452
663	0.07914419303
664	0.07910337588
665	0.07904933714
666	0.07898543163
667	0.07886433964
668	0.0787676299
669	0.07870162443
670	0.07863113288
671	0.07859508204
672	0.07855537261
673	0.07847137467
674	0.07839919347
675	0.07831630712
676	0.07827154021
677	0.07815085721
678	0.07811780838
679	0.07804049744
680	0.07802527613
681	0.07796746752
682	0.07791897178
683	0.07785938219
684	0.07777330066
685	0.07765084462
686	0.07755218679
687	0.07748025129
688	0.07738666696
689	0.07731495439
690	0.07726797646
691	0.07711215179
692	0.07704268558
693	0.07701952209
694	0.07690318096
695	0.0768250784
696	0.07669268657
697	0.07661720201
698	0.07653483444
699	0.07646329692
700	0.0764368943
701	0.07638436984
702	0.07637815128
703	0.0762921685
704	0.07618246097
705	0.07611497744
706	0.0760084943
707	0.07596815963
708	0.07590415307
709	0.07586833506
710	0.07580610701
711	0.07573567431
712	0.07566757245
713	0.07560179466
714	0.07559078653
715	0.07553159101
716	0.07551829978
717	0.07543394355
718	0.07540964845
719	0.07534628263
720	0.0752698283
721	0.0752324595
722	0.07517390606
723	0.07510527833
724	0.0750378448
725	0.07496959858
726	0.07486378896
727	0.07485125716
728	0.07479443697
729	0.07475999794
730	0.07470978075
731	0.07465764749
732	0.07461636579
733	0.0745376204
734	0.0744567737
735	0.07440800216
736	0.07432697169
737	0.0742675663
738	0.07424582994
739	0.07423913967
740	0.07417848526
741	0.07411106384
742	0.07405057819
743	0.07400360976
744	0.07395357459
745	0.07388769584
746	0.07387958177
747	0.07384938849
748	0.07378770552
749	0.07377836457
750	0.07372450835
751	0.07364632411
752	0.073598965
753	0.0735434656
754	0.07347551375
755	0.07346232849
756	0.07338311262
757	0.07334846024
758	0.07330893806
759	0.0731690981
760	0.07315670169
761	0.07308527559
762	0.07300503478
763	0.07293504363
764	0.07291897709
765	0.07285653164
766	0.07283288446
767	0.0727753635
768	0.07276425913
769	0.07271369491
770	0.07266168299
771	0.07265086597
772	0.0725922721
773	0.07254625863
774	0.07247970337
775	0.07241822326
776	0.07236626953
777	0.07229603807
778	0.07223888385
779	0.07222943146
780	0.07214644872
781	0.07208623254
782	0.07205120584
783	0.0719807574
784	0.07191366695
785	0.07183945888
786	0.07179014936
787	0.07178546729
788	0.07171848071
789	0.07170774936
790	0.07165133407
791	0.07152977269
792	0.07146854332
793	0.07146253558
794	0.07139452527
795	0.07135107418
796	0.07128824931
797	0.07123124184
798	0.07115100378
799	0.0711019679
800	0.07105400949
801	0.07100277711
802	0.07096870475
803	0.07090969614
804	0.07085347948
805	0.07080380998
806	0.07071874992
807	0.07068985703
808	0.07061418458
809	0.0705628021
810	0.07051388157
811	0.07045578069
812	0.07041232444
813	0.07036812649
814	0.07030825676
815	0.07025438339
816	0.07019810844
817	0.07014528864
818	0.07006974465
819	0.06995913265
820	0.06985189607
821	0.06981974475
822	0.06976615196
823	0.06966881037
824	0.06961054726
825	0.06956099105
826	0.0695150321
827	0.06946550327
828	0.06941648276
829	0.06933414868
830	0.06929116348
831	0.06920632681
832	0.06915411109
833	0.06910366569
834	0.06903929508
835	0.06898324943
836	0.06895124249
837	0.06888572652
838	0.06882634201
839	0.06877896778
840	0.06868847213
841	0.06863835753
842	0.06861163338
843	0.0685793091
844	0.06855917094
845	0.06855194266
846	0.06848103627
847	0.06842689646
848	0.06838827422
849	0.06836280221
850	0.0682805043
851	0.06819707255
852	0.06818127046
853	0.06817517224
854	0.06813048654
855	0.06808007966
856	0.06800986019
857	0.06795261256
858	0.06789462659
859	0.06783880832
860	0.06779579333
861	0.06773325358
862	0.06768076981
863	0.06764687724
864	0.06758100461
865	0.06754302342
866	0.06747616363
867	0.0674110916
868	0.06738117414
869	0.06731013976
870	0.06727807223
871	0.0672540851
872	0.06724965041
873	0.06719281554
874	0.06716112271
875	0.06713348329
876	0.06706267004
877	0.06701855814
878	0.06701436651
879	0.06694125322
880	0.06690151023
881	0.06683602587
882	0.06678530508
883	0.06675474045
884	0.06669807943
885	0.06662509244
886	0.06657203397
887	0.06652486167
888	0.06643939832
889	0.06637840337
890	0.0663672536
891	0.0663239891
892	0.06627515302
893	0.06624181437
894	0.06619959682
895	0.06614505226
896	0.06609575888
897	0.06606756113
898	0.06597396925
899	0.06594636695
900	0.065900366
901	0.06585005236
902	0.0657882374
903	0.06573238556
904	0.0657158083
905	0.06568577463
906	0.06567237381
907	0.06563157633
908	0.06557661126
909	0.06549461461
910	0.06546697498
911	0.06540909395
912	0.06536715704
913	0.06532150071
914	0.06527927422
915	0.06522110261
916	0.06514712038
917	0.06509600089
918	0.06503132363
919	0.06498435836
920	0.06495572617
921	0.06489939638
922	0.0648966265
923	0.06484245244
924	0.06477346694
925	0.06471182506
926	0.06464820984
927	0.06462426671
928	0.06458425301
929	0.06455182794
930	0.06449524967
931	0.06449145231
932	0.06444254035
933	0.06438605105
934	0.06434223412
935	0.06428797434
936	0.06426686775
937	0.06419289494
938	0.06414376045
939	0.06408229094
940	0.06405114825
941	0.06403280942
942	0.06402994181
943	0.06398031819
944	0.06393957585
945	0.06391589533
946	0.06386617864
947	0.06381751964
948	0.06380749324
949	0.0637731411
950	0.063743845
951	0.06374091011
952	0.06367965477
953	0.06367691173
954	0.06363843573
955	0.06356641391
956	0.06348814203
957	0.06344451288
958	0.06339004531
959	0.06334083766
960	0.06328118033
961	0.06327525694
962	0.06322758093
963	0.06320146568
964	0.06313663748
965	0.06309742916
966	0.06305344307
967	0.06301389039
968	0.06294641212
969	0.06289938943
970	0.06288016574
971	0.06282911006
972	0.06277877153
973	0.06277532135
974	0.06277211724
975	0.06272704574
976	0.06268127634
977	0.0626352525
978	0.06258569695
979	0.0625361398
980	0.06248023222
981	0.06243290926
982	0.06240419264
983	0.06237702006
984	0.06236332729
985	0.06230600042
986	0.06222530991
987	0.06221019221
988	0.0621412489
989	0.0620884713
990	0.06201054624
991	0.06196248388
992	0.06193682094
993	0.06189485736
994	0.06184996958
995	0.06180304953
996	0.06176714719
997	0.06172385063
998	0.06167980903
999	0.06164382387
